time_seconds,data
0.0,1.5144494351800947e-13
0.1509433962264151,8.36006796040033e-14
0.3018867924528302,1.995162621324595e-14
0.4528301886792453,-3.186784093628709e-14
0.6037735849056604,-7.418838320691325e-14
0.7547169811320754,-1.138507793567105e-13
0.9056603773584906,-1.5433231346760932e-13
1.0566037735849056,-1.925580970890131e-13
1.2075471698113207,-2.2239395948376836e-13
1.3584905660377358,-2.4039441284857905e-13
1.5094339622641508,-2.4782307962819766e-13
1.660377358490566,-2.4749343667844896e-13
1.8113207547169812,-2.3969063855919915e-13
1.9622641509433962,-2.2225992445935554e-13
2.1132075471698113,-1.9493447571546215e-13
2.2641509433962264,-1.6252628629077457e-13
2.4150943396226414,-1.320368887741448e-13
2.5660377358490565,-1.0540684937836563e-13
2.7169811320754715,-7.574679101652272e-14
2.8679245283018866,-3.310939406570854e-14
3.0188679245283017,2.363910384734696e-14
3.1698113207547167,8.05234693652991e-14
3.320754716981132,1.167533106609278e-13
3.471698113207547,1.2319699340244361e-13
3.6226415094339623,1.1431676893211387e-13
3.7735849056603774,1.1912610021465432e-13
3.9245283018867925,1.5478886345730254e-13
4.0754716981132075,2.0531197830888955e-13
4.226415094339623,2.2821204580888027e-13
4.377358490566038,1.894242878061269e-13
4.528301886792453,9.866788728715646e-14
4.679245283018868,1.0717231361022658e-14
4.830188679245283,-1.6285149373823924e-14
4.981132075471698,2.538468454597647e-14
5.132075471698113,7.609863900945867e-14
5.283018867924528,5.258226689362769e-14
5.433962264150943,-7.667353787796479e-14
5.584905660377358,-2.4876591401994097e-13
5.735849056603773,-3.4279756402788415e-13
5.886792452830188,-2.770876303044578e-13
6.037735849056603,-8.951954469490458e-14
6.188679245283018,7.54851120811642e-14
6.339622641509433,7.916904644915751e-14
6.4905660377358485,-8.221118662641203e-14
6.641509433962264,-2.422629413844778e-13
6.792452830188679,-1.7124914098986189e-13
6.943396226415094,2.418024970388635e-13
7.094339622641509,8.713722210022868e-13
7.245283018867925,1.4065828465312368e-12
7.39622641509434,1.5500316011078702e-12
7.547169811320755,1.2230284362213228e-12
7.69811320754717,6.208744984420301e-13
7.849056603773585,7.136186441461515e-14
8.0,-1.9844631293432411e-13
8.150943396226415,-2.094253479325046e-13
8.30188679245283,-1.8194404169300954e-13
8.452830188679245,-3.3864578882702835e-13
8.60377358490566,-7.234164331955553e-13
8.754716981132075,-1.1832029108566287e-12
8.90566037735849,-1.5186625645329942e-12
9.056603773584905,-1.663950285928932e-12
9.20754716981132,-1.729891490805838e-12
9.358490566037736,-1.864485496816408e-12
9.50943396226415,-2.0518447376282217e-12
9.660377358490566,-2.041264605383627e-12
9.81132075471698,-1.5031808763753525e-12
9.962264150943396,-3.171236188781873e-13
10.11320754716981,1.235441716984758e-12
10.264150943396226,2.55576752416699e-12
10.415094339622641,3.0716060535607236e-12
10.566037735849056,2.6148656855951255e-12
10.716981132075471,1.5589562081287534e-12
10.867924528301886,5.98712162637384e-13
11.018867924528301,3.089184699458536e-13
11.169811320754716,7.798453150504859e-13
11.320754716981131,1.5779434097130203e-12
11.471698113207546,2.052560184901363e-12
11.622641509433961,1.770841441434519e-12
11.773584905660377,7.837713573360437e-13
11.924528301886792,-4.428699617382961e-13
12.075471698113207,-1.3601740589562908e-12
12.226415094339622,-1.685302904486953e-12
12.377358490566037,-1.5330175840210683e-12
12.528301886792452,-1.266010753897671e-12
12.679245283018867,-1.2004497479406951e-12
12.830188679245282,-1.3886790201855983e-12
12.981132075471697,-1.6224854990297562e-12
13.132075471698112,-1.6283554167566405e-12
13.283018867924527,-1.2912659705183927e-12
13.433962264150942,-7.384776682179178e-13
13.584905660377357,-2.32026865859347e-13
13.735849056603772,3.5896722780228395e-14
13.886792452830187,8.393762710033897e-14
14.037735849056602,1.1392314955683923e-13
14.188679245283017,3.4063233985267526e-13
14.339622641509433,8.124700828468021e-13
14.49056603773585,1.3620879100075611e-12
14.641509433962264,1.7271665259146336e-12
14.79245283018868,1.7517167868138285e-12
14.943396226415095,1.5134009395028035e-12
15.09433962264151,1.272327677358344e-12
15.245283018867925,1.2683959593711344e-12
15.39622641509434,1.5131102554691544e-12
15.547169811320755,1.7384009374920144e-12
15.69811320754717,1.5603986599745828e-12
15.849056603773585,7.596222789125557e-13
16.0,-5.173227292904833e-13
16.150943396226413,-1.7904130159495818e-12
16.30188679245283,-2.5137220845978844e-12
16.452830188679243,-2.41162116602346e-12
16.60377358490566,-1.6589743184818128e-12
16.754716981132074,-7.774556970639157e-13
16.90566037735849,-3.0975859449745627e-13
17.056603773584904,-4.848063399795138e-13
17.20754716981132,-1.0932302397382846e-12
17.358490566037734,-1.648291017908044e-12
17.50943396226415,-1.714515235678995e-12
17.660377358490564,-1.1796264448787516e-12
17.81132075471698,-2.962613365188229e-13
17.962264150943394,5.136714912992154e-13
18.11320754716981,9.3929502096719e-13
18.264150943396224,9.507616408925916e-13
18.41509433962264,7.600243812219736e-13
18.566037735849054,6.28570570100146e-13
18.71698113207547,6.771712171476358e-13
18.867924528301884,8.304035697323798e-13
19.0188679245283,9.141211627971887e-13
19.169811320754715,8.106151379665629e-13
19.32075471698113,5.470460952382252e-13
19.471698113207548,2.5971792670015503e-13
19.62264150943396,7.853833280913372e-14
19.77358490566038,3.147741863481397e-14
19.92452830188679,4.085997336728303e-14
20.07547169811321,2.8496481368023914e-15
20.22641509433962,-1.2306607363142756e-13
20.37735849056604,-2.8736654844394245e-13
20.528301886792452,-4.009362282086554e-13
20.67924528301887,-4.129871988409192e-13
20.830188679245282,-3.492566785931604e-13
20.9811320754717,-2.823731785388502e-13
21.132075471698112,-2.6534532988241867e-13
21.28301886792453,-2.8782797416174836e-13
21.433962264150942,-2.912841425142841e-13
21.58490566037736,-2.2627087355496132e-13
21.735849056603772,-9.916245382505336e-14
21.88679245283019,3.3252742239516456e-14
